rep	entropy	dnds	fspec	omega	kappa	lnlik	k	aic	bic
107	3.360232162	0.804034472	cf3x4	0.523053	26.1503	-2071501.799	12	4143009.598	4143161.06636053
107	3.360232162	0.804034472	mg1	0.704605	30.7859	-2054521.298	6	4109048.596	4109121.33018026
107	3.360232162	0.804034472	mg3	0.634456	29.7352	-2078804.784	12	4157615.568	4157767.03636053
108	2.766997407	0.699409118	f61	0.728517	34.5381	-1886879.904	63	3773765.807	3774586.51689278
108	2.766997407	0.699409118	f1x4	0.756065	36.4926	-1894523.09	6	3789052.18	3789124.91418026
108	2.766997407	0.699409118	f3x4	0.667973	38.1431	-1928187.305	12	3856380.609	3856532.07836053
108	2.766997407	0.699409118	cf3x4	0.696228	35.8793	-1909163.832	12	3818333.664	3818485.13236053
108	2.766997407	0.699409118	mg1	0.728051	38.1391	-1888895.244	6	3777796.487	3777869.22218026
108	2.766997407	0.699409118	mg3	0.650657	38.5284	-1922878.809	12	3845763.619	3845915.08636053
109	3.198615394	0.775519203	f61	0.551401	30.5195	-1989512.024	63	3979030.048	3979850.75689278
109	3.198615394	0.775519203	f1x4	0.59543	30.198	-1977956.305	6	3955918.609	3955991.34418026
109	3.198615394	0.775519203	f3x4	0.531587	30.1095	-1965521.877	12	3931049.753	3931201.22236053
109	3.198615394	0.775519203	cf3x4	0.539682	30.3398	-1973955.923	12	3947917.846	3948069.31436053
109	3.198615394	0.775519203	mg1	0.686718	31.6235	-1972204.261	6	3944414.522	3944487.25618026
109	3.198615394	0.775519203	mg3	0.617281	30.2865	-1959547.655	12	3919101.31	3919252.77836053
10	2.954822686	0.796581677	f61	0.681159	36.2782	-1830601.12	63	3661208.239	3662028.94889278
10	2.954822686	0.796581677	f1x4	0.750007	34.8584	-1807166.622	6	3614339.243	3614411.97818026
10	2.954822686	0.796581677	f3x4	0.632493	35.5705	-1833324.561	12	3666655.121	3666806.59036053
10	2.954822686	0.796581677	cf3x4	0.668589	34.9807	-1817183.177	12	3634372.354	3634523.82236053
10	2.954822686	0.796581677	mg1	0.71977	34.9581	-1802788.111	6	3605582.223	3605654.95618026
10	2.954822686	0.796581677	mg3	0.65247	34.2293	-1828586.669	12	3657179.338	3657330.80636053
110	2.448930187	0.496500912	f61	0.511753	29.8089	-1840045.769	63	3680097.537	3680918.24689278
110	2.448930187	0.496500912	f1x4	0.52848	31.6312	-1852402.559	6	3704811.118	3704883.85218026
110	2.448930187	0.496500912	f3x4	0.46996	33.5705	-1882424.276	12	3764854.553	3765006.02036053
110	2.448930187	0.496500912	cf3x4	0.485083	31.0344	-1866453.207	12	3732912.413	3733063.88236053
110	2.448930187	0.496500912	mg1	0.510712	33.5687	-1847210.224	6	3694426.448	3694499.18218026
110	2.448930187	0.496500912	mg3	0.452738	34.0031	-1877719.523	12	3755445.046	3755596.51436053
111	3.055566317	0.778585402	f61	0.594965	36.0308	-1925973.305	63	3851952.61	3852773.31889278
111	3.055566317	0.778585402	f1x4	0.690422	34.3837	-1895337.586	6	3790681.171	3790753.90618026
111	3.055566317	0.778585402	f3x4	0.565454	34.3044	-1909282.898	12	3818571.796	3818723.26436053
111	3.055566317	0.778585402	cf3x4	0.610148	35.0738	-1902828.034	12	3805662.068	3805813.53636053
111	3.055566317	0.778585402	mg1	0.719653	38.0459	-1891560.292	6	3783126.585	3783199.31818026
111	3.055566317	0.778585402	mg3	0.663629	37.0965	-1905174.466	12	3810354.933	3810506.40036053
112	2.913964933	0.825195352	f61	0.634842	36.7157	-1887661.771	63	3775329.541	3776150.25089278
112	2.913964933	0.825195352	f1x4	0.667112	37.3702	-1885315.361	6	3770636.721	3770709.45618026
112	2.913964933	0.825195352	f3x4	0.576711	37.4145	-1911335.139	12	3822676.277	3822827.74636053
112	2.913964933	0.825195352	cf3x4	0.596555	36.9399	-1899959.618	12	3799925.235	3800076.70436053
112	2.913964933	0.825195352	mg1	0.670821	38.4122	-1880014.53	6	3760035.061	3760107.79418026
112	2.913964933	0.825195352	mg3	0.610676	37.1479	-1905501.04	12	3811008.08	3811159.54836053
113	2.271703127	0.694006517	f61	0.636542	34.3396	-1793884.398	63	3587774.795	3588595.50489278
113	2.271703127	0.694006517	f1x4	0.730078	38.7875	-1832280.173	6	3664566.346	3664639.08018026
113	2.271703127	0.694006517	f3x4	0.642116	40.2424	-1861612.552	12	3723231.104	3723382.57236053
113	2.271703127	0.694006517	cf3x4	0.665529	37.267	-1806732.608	12	3613471.216	3613622.68436053
113	2.271703127	0.694006517	mg1	0.703144	38.9927	-1828211.601	6	3656429.203	3656501.93618026
113	2.271703127	0.694006517	mg3	0.632342	38.9867	-1857246.002	12	3714498.003	3714649.47236053
114	2.990193939	0.807114993	f61	0.589408	28.4087	-1862075.288	63	3724156.576	3724977.28489278
114	2.990193939	0.807114993	f1x4	0.685633	29.1727	-1846411.96	6	3692829.919	3692902.65418026
114	2.990193939	0.807114993	f3x4	0.584866	29.3218	-1878657.542	12	3757321.083	3757472.55236053
114	2.990193939	0.807114993	cf3x4	0.605118	29.1157	-1852521.851	12	3705049.702	3705201.17036053
114	2.990193939	0.807114993	mg1	0.664744	29.8465	-1842598.127	6	3685202.253	3685274.98818026
114	2.990193939	0.807114993	mg3	0.600839	28.5755	-1874288.331	12	3748582.662	3748734.13036053
115	3.210480659	0.821357982	f61	0.592195	28.6167	-1984035.422	63	3968076.844	3968897.55289278
115	3.210480659	0.821357982	f1x4	0.688986	30.0043	-1978296.527	6	3956599.054	3956671.78818026
115	3.210480659	0.821357982	f3x4	0.607919	30.2426	-1998996.298	12	3997998.595	3998150.06436053
115	3.210480659	0.821357982	cf3x4	0.60585	29.6823	-1981807.666	12	3963621.332	3963772.80036053
115	3.210480659	0.821357982	mg1	0.725505	32.5533	-1974010.967	6	3948027.934	3948100.66818026
115	3.210480659	0.821357982	mg3	0.645542	31.0871	-1994688.863	12	3989383.726	3989535.19436053
116	2.489511417	0.69789764	f61	0.473916	47.6925	-1834490.832	63	3668987.665	3669808.37289278
116	2.489511417	0.69789764	f1x4	0.523448	45.4277	-1828742.533	6	3657491.065	3657563.80018026
116	2.489511417	0.69789764	f3x4	0.4818	42.7725	-1760838.646	12	3521683.292	3521834.76036053
116	2.489511417	0.69789764	cf3x4	0.459031	46.2899	-1811003.455	12	3622012.911	3622164.37836053
116	2.489511417	0.69789764	mg1	0.573909	44.5847	-1825000.145	6	3650006.291	3650079.02418026
116	2.489511417	0.69789764	mg3	0.509219	40.8324	-1756388.166	12	3512782.332	3512933.80036053
117	3.438969699	0.861630991	f61	0.71866	30.6892	-1993765.929	63	3987537.858	3988358.56689278
117	3.438969699	0.861630991	f1x4	0.763406	30.523	-2002522.174	6	4005050.349	4005123.08218026
117	3.438969699	0.861630991	f3x4	0.673326	31.2681	-2012688.945	12	4025383.889	4025535.35836053
117	3.438969699	0.861630991	cf3x4	0.691554	30.5364	-2001090.686	12	4002187.371	4002338.84036053
117	3.438969699	0.861630991	mg1	0.822978	32.8879	-1997377.907	6	3994761.814	3994834.54818026
117	3.438969699	0.861630991	mg3	0.760579	33.0293	-2006946.976	12	4013899.952	4014051.42036053
118	3.303299157	0.845178787	f61	0.725915	32.3779	-1947479.189	63	3894964.378	3895785.08689278
118	3.303299157	0.845178787	f1x4	0.789823	32.8501	-1969436.282	6	3938878.565	3938951.29818026
118	3.303299157	0.845178787	f3x4	0.699503	33.6794	-1970776.814	12	3941559.629	3941711.09636053
118	3.303299157	0.845178787	cf3x4	0.710852	32.6957	-1958296.562	12	3916599.125	3916750.59236053
118	3.303299157	0.845178787	mg1	0.787416	33.2427	-1964194.561	6	3928395.123	3928467.85618026
118	3.303299157	0.845178787	mg3	0.731069	33.5493	-1965071.82	12	3930149.639	3930301.10836053
119	2.327666892	0.680736206	f61	0.496526	44.5584	-1754584.507	63	3509175.014	3509995.72289278
119	2.327666892	0.680736206	f1x4	0.55148	41.9986	-1748219.991	6	3496445.982	3496518.71618026
119	2.327666892	0.680736206	f3x4	0.510902	39.8963	-1681872.159	12	3363750.319	3363901.78636053
119	2.327666892	0.680736206	cf3x4	0.483543	43.0417	-1729337.774	12	3458681.547	3458833.01636053
119	2.327666892	0.680736206	mg1	0.555749	41.0143	-1744504.597	6	3489015.193	3489087.92818026
119	2.327666892	0.680736206	mg3	0.500314	37.9368	-1677090.118	12	3354186.235	3354337.70436053
11	3.429548069	0.768309635	f61	0.515077	26.5934	-2068060.567	63	4136127.135	4136947.84289278
11	3.429548069	0.768309635	f1x4	0.56191	26.7841	-2078682.135	6	4157370.271	4157443.00418026
11	3.429548069	0.768309635	f3x4	0.512036	27.4284	-2082064.907	12	4164135.814	4164287.28236053
11	3.429548069	0.768309635	cf3x4	0.505019	26.8459	-2070178.223	12	4140362.445	4140513.91436053
11	3.429548069	0.768309635	mg1	0.706395	30.5101	-2073161.348	6	4146328.695	4146401.43018026
11	3.429548069	0.768309635	mg3	0.633048	29.3601	-2076490.464	12	4152986.928	4153138.39636053
120	2.924697509	0.836199909	f61	0.649801	31.9651	-1846441.915	63	3692889.831	3693710.53889278
120	2.924697509	0.836199909	f1x4	0.742085	30.6554	-1802606.003	6	3605218.006	3605290.74018026
120	2.924697509	0.836199909	f3x4	0.615277	31.3868	-1854452.879	12	3708911.757	3709063.22636053
120	2.924697509	0.836199909	cf3x4	0.660554	31.2745	-1821699.336	12	3643404.673	3643556.14036053
120	2.924697509	0.836199909	mg1	0.691997	31.0543	-1798483.054	6	3596972.109	3597044.84218026
120	2.924697509	0.836199909	mg3	0.643785	31.0565	-1849945.355	12	3699896.711	3700048.17836053
121	3.34829894	0.790364582	f61	0.687688	30.5643	-1959091.197	63	3918188.393	3919009.10289278
121	3.34829894	0.790364582	f1x4	0.708536	31.0352	-1993384.982	6	3986775.964	3986848.69818026
121	3.34829894	0.790364582	f3x4	0.642969	32.8272	-2003900.799	12	4007807.598	4007959.06636053
121	3.34829894	0.790364582	cf3x4	0.653542	31.2972	-1985934.175	12	3971874.35	3972025.81836053
121	3.34829894	0.790364582	mg1	0.766065	33.7763	-1988978.389	6	3977962.778	3978035.51218026
121	3.34829894	0.790364582	mg3	0.716405	34.5523	-1999149.838	12	3998305.676	3998457.14436053
122	3.0071291	0.788354003	f61	0.616881	32.0059	-1880531.333	63	3761068.666	3761889.37489278
122	3.0071291	0.788354003	f1x4	0.682318	31.8942	-1869004.011	6	3738014.023	3738086.75618026
122	3.0071291	0.788354003	f3x4	0.597179	30.9076	-1852738.746	12	3705483.493	3705634.96036053
122	3.0071291	0.788354003	cf3x4	0.607733	32.149	-1874232.72	12	3748471.44	3748622.90836053
122	3.0071291	0.788354003	mg1	0.711721	32.7864	-1864914.774	6	3729835.548	3729908.28218026
122	3.0071291	0.788354003	mg3	0.635531	30.9507	-1848109.58	12	3696225.161	3696376.62836053
123	3.583886934	0.786161638	f61	0.652768	29.7545	-2110321.621	63	4220649.241	4221469.95089278
123	3.583886934	0.786161638	f1x4	0.675766	29.5304	-2133940.078	6	4267886.156	4267958.89018026
123	3.583886934	0.786161638	f3x4	0.608438	30.0684	-2119588.75	12	4239183.499	4239334.96836053
123	3.583886934	0.786161638	cf3x4	0.621867	29.9621	-2123072.405	12	4246150.81	4246302.27836053
123	3.583886934	0.786161638	mg1	0.753111	31.3199	-2126579.998	6	4253165.996	4253238.73018026
123	3.583886934	0.786161638	mg3	0.686617	30.534	-2112325.637	12	4224657.275	4224808.74236053
124	2.724532073	0.796391705	f61	0.635463	40.7201	-1813644.74	63	3627295.48	3628116.18889278
124	2.724532073	0.796391705	f1x4	0.673848	40.7699	-1822253.57	6	3644513.14	3644585.87418026
124	2.724532073	0.796391705	f3x4	0.585514	40.6988	-1839687.241	12	3679380.482	3679531.95036053
124	2.724532073	0.796391705	cf3x4	0.601706	41.08	-1830054.682	12	3660115.364	3660266.83236053
124	2.724532073	0.796391705	mg1	0.655154	41.0338	-1818024.245	6	3636054.49	3636127.22418026
124	2.724532073	0.796391705	mg3	0.611522	40.0304	-1835004.423	12	3670014.845	3670166.31436053
125	3.059987863	0.898405932	f61	0.734611	36.5622	-1846388.462	63	3692782.924	3693603.63289278
125	3.059987863	0.898405932	f1x4	0.783101	36.8847	-1847629.005	6	3695264.009	3695336.74418026
125	3.059987863	0.898405932	f3x4	0.680026	36.8484	-1866604.513	12	3733215.026	3733366.49436053
125	3.059987863	0.898405932	cf3x4	0.706498	37.1062	-1856865.249	12	3713736.497	3713887.96636053
125	3.059987863	0.898405932	mg1	0.777497	37.6325	-1843656.949	6	3687319.898	3687392.63218026
125	3.059987863	0.898405932	mg3	0.716472	36.792	-1862241.495	12	3724488.991	3724640.45836053
126	2.928722887	0.626988201	f61	0.65736	32.757	-1944079.699	63	3888165.397	3888986.10689278
126	2.928722887	0.626988201	f1x4	0.665906	34.4224	-1967799.711	6	3935605.423	3935678.15618026
126	2.928722887	0.626988201	f3x4	0.591702	36.0394	-1991980.042	12	3983966.085	3984117.55236053
126	2.928722887	0.626988201	cf3x4	0.614042	33.8215	-1974850.513	12	3949707.027	3949858.49436053
126	2.928722887	0.626988201	mg1	0.651569	37.1246	-1961738.04	6	3923482.081	3923554.81418026
126	2.928722887	0.626988201	mg3	0.58608	37.6007	-1986158.397	12	3972322.794	3972474.26236053
127	3.272021102	0.866976412	f61	0.79181	31.9511	-1938159.989	63	3876325.978	3877146.68689278
127	3.272021102	0.866976412	f1x4	0.848301	33.1569	-1938925.571	6	3877857.141	3877929.87618026
127	3.272021102	0.866976412	f3x4	0.732425	33.096	-1956636.314	12	3913278.629	3913430.09636053
127	3.272021102	0.866976412	cf3x4	0.772034	32.898	-1949011.286	12	3898028.573	3898180.04036053
127	3.272021102	0.866976412	mg1	0.863487	35.0763	-1933920.9	6	3867847.8	3867920.53418026
127	3.272021102	0.866976412	mg3	0.772491	34.3992	-1951668.464	12	3903342.929	3903494.39636053
128	3.127527387	0.878160614	f61	0.716345	35.8068	-1908257.699	63	3816521.399	3817342.10689278
128	3.127527387	0.878160614	f1x4	0.794621	35.7529	-1881246.218	6	3762498.436	3762571.17018026
128	3.127527387	0.878160614	f3x4	0.686055	36.0613	-1911298.164	12	3822602.328	3822753.79636053
128	3.127527387	0.878160614	cf3x4	0.715465	36.3466	-1904927.327	12	3809860.654	3810012.12236053
128	3.127527387	0.878160614	mg1	0.801771	37.174	-1876337.714	6	3752681.429	3752754.16218026
128	3.127527387	0.878160614	mg3	0.746255	36.7234	-1906066.593	12	3812139.186	3812290.65436053
129	3.388169073	0.853429609	f61	0.787196	32.3512	-1983390.402	63	3966786.804	3967607.51289278
129	3.388169073	0.853429609	f1x4	0.837114	33.5472	-2012754.329	6	4025514.658	4025587.39218026
129	3.388169073	0.853429609	f3x4	0.730698	33.5769	-2009579.424	12	4019164.848	4019316.31636053
129	3.388169073	0.853429609	cf3x4	0.7646	33.0492	-1997191.116	12	3994388.232	3994539.70036053
129	3.388169073	0.853429609	mg1	0.856496	34.3451	-2005789.171	6	4011584.342	4011657.07618026
129	3.388169073	0.853429609	mg3	0.77083	33.5411	-2002610.797	12	4005227.594	4005379.06236053
12	2.919847629	0.762666357	f61	0.658462	29.7883	-1854432.459	63	3708870.918	3709691.62689278
12	2.919847629	0.762666357	f1x4	0.705178	31.6304	-1892279.058	6	3784564.117	3784636.85018026
12	2.919847629	0.762666357	f3x4	0.638107	32.7874	-1903909.266	12	3807824.532	3807976.00036053
12	2.919847629	0.762666357	cf3x4	0.642876	31.0454	-1876573.244	12	3753152.489	3753303.95636053
12	2.919847629	0.762666357	mg1	0.717367	32.4098	-1887813.051	6	3775632.102	3775704.83618026
12	2.919847629	0.762666357	mg3	0.663876	32.6151	-1899359.419	12	3798724.838	3798876.30636053
130	3.28172077	0.627006409	f61	0.489079	23.8897	-2026187.837	63	4052381.673	4053202.38289278
130	3.28172077	0.627006409	f1x4	0.515893	24.1111	-2038123.338	6	4076252.676	4076325.41018026
130	3.28172077	0.627006409	f3x4	0.44721	24.1809	-2028497.964	12	4057001.928	4057153.39636053
130	3.28172077	0.627006409	cf3x4	0.475418	24.0135	-2023201.527	12	4046409.054	4046560.52236053
130	3.28172077	0.627006409	mg1	0.631776	28.3748	-2031303.018	6	4062612.036	4062684.77018026
130	3.28172077	0.627006409	mg3	0.572559	27.7508	-2021308.167	12	4042622.334	4042773.80236053
131	3.446729313	0.61483871	f61	0.509165	29.2651	-2208751.385	63	4417508.771	4418329.47889278
131	3.446729313	0.61483871	f1x4	0.533835	29.0198	-2194851.981	6	4389709.962	4389782.69618026
131	3.446729313	0.61483871	f3x4	0.491412	30.4576	-2194274.635	12	4388555.271	4388706.73836053
131	3.446729313	0.61483871	cf3x4	0.490159	29.8881	-2200493.288	12	4400992.577	4401144.04436053
131	3.446729313	0.61483871	mg1	0.643565	31.6873	-2187350.999	6	4374707.998	4374780.73218026
131	3.446729313	0.61483871	mg3	0.610463	32.0157	-2187322.587	12	4374651.173	4374802.64236053
132	2.698572344	0.590864836	f61	0.457242	36.1891	-1833510.869	63	3667027.737	3667848.44689278
132	2.698572344	0.590864836	f1x4	0.496415	34.4614	-1843863.652	6	3687733.305	3687806.03818026
132	2.698572344	0.590864836	f3x4	0.472612	34.0698	-1792223.279	12	3584452.558	3584604.02636053
132	2.698572344	0.590864836	cf3x4	0.444319	35.6814	-1823876.069	12	3647758.138	3647909.60636053
132	2.698572344	0.590864836	mg1	0.511383	33.1899	-1838012.604	6	3676031.208	3676103.94218026
132	2.698572344	0.590864836	mg3	0.468787	31.612	-1785105.157	12	3570216.315	3570367.78236053
133	2.365119448	0.439970297	f61	0.370932	29.3689	-1741067.277	63	3482140.554	3482961.26289278
133	2.365119448	0.439970297	f1x4	0.395353	29.1942	-1746671.053	6	3493348.107	3493420.84018026
133	2.365119448	0.439970297	f3x4	0.351445	29.919	-1711530.165	12	3423066.33	3423217.79836053
133	2.365119448	0.439970297	cf3x4	0.353432	29.7022	-1737343.841	12	3474693.683	3474845.15036053
133	2.365119448	0.439970297	mg1	0.387896	29.0206	-1742724.653	6	3485455.305	3485528.04018026
133	2.365119448	0.439970297	mg3	0.342446	28.0564	-1707130.105	12	3414266.21	3414417.67836053
134	3.088359033	0.495838625	f61	0.327083	25.1467	-2118696.487	63	4237398.974	4238219.68289278
134	3.088359033	0.495838625	f1x4	0.348205	23.8011	-2130957.981	6	4261921.962	4261994.69618026
134	3.088359033	0.495838625	f3x4	0.315008	23.9297	-2069676.467	12	4139358.935	4139510.40236053
134	3.088359033	0.495838625	cf3x4	0.324132	24.9587	-2098367.538	12	4196741.076	4196892.54436053
134	3.088359033	0.495838625	mg1	0.524099	29.5063	-2125155.507	6	4250317.015	4250389.74818026
134	3.088359033	0.495838625	mg3	0.477905	28.235	-2063263.332	12	4126532.664	4126684.13236053
135	3.085424399	0.657665701	f61	0.477424	30.2768	-2028540.754	63	4057087.508	4057908.21689278
135	3.085424399	0.657665701	f1x4	0.52457	28.875	-1983926.33	6	3967858.661	3967931.39418026
135	3.085424399	0.657665701	f3x4	0.48464	31.3874	-2022798.751	12	4045603.502	4045754.97036053
135	3.085424399	0.657665701	cf3x4	0.470381	29.6658	-2018490.203	12	4036986.406	4037137.87436053
135	3.085424399	0.657665701	mg1	0.605378	32.1428	-1978674.873	6	3957355.746	3957428.48018026
135	3.085424399	0.657665701	mg3	0.592054	33.4939	-2017139.075	12	4034284.149	4034435.61836053
136	2.688073316	0.731780801	f61	0.589555	36.5536	-1812300.31	63	3624606.62	3625427.32889278
136	2.688073316	0.731780801	f1x4	0.644085	35.399	-1805261.374	6	3610528.748	3610601.48218026
136	2.688073316	0.731780801	f3x4	0.579333	34.1874	-1764902.999	12	3529811.998	3529963.46636053
136	2.688073316	0.731780801	cf3x4	0.570974	35.8014	-1798897.253	12	3597800.506	3597951.97436053
136	2.688073316	0.731780801	mg1	0.641038	35.2136	-1801146.666	6	3602299.333	3602372.06618026
136	2.688073316	0.731780801	mg3	0.573577	32.9649	-1759924.859	12	3519855.717	3520007.18636053
137	3.046996776	0.81529281	f61	0.688475	31.7532	-1890332.151	63	3780670.302	3781491.01089278
137	3.046996776	0.81529281	f1x4	0.774719	31.886	-1883928	6	3767862	3767934.73418026
137	3.046996776	0.81529281	f3x4	0.656253	31.344	-1884175.491	12	3768356.983	3768508.45036053
137	3.046996776	0.81529281	cf3x4	0.681816	31.353	-1884103.017	12	3768212.034	3768363.50236053
137	3.046996776	0.81529281	mg1	0.731718	33.0869	-1880302.855	6	3760611.711	3760684.44418026
137	3.046996776	0.81529281	mg3	0.664804	31.7201	-1879807.076	12	3759620.151	3759771.62036053
138	2.028308745	0.456107952	f61	0.347867	36.6403	-1688808.525	63	3377623.051	3378443.75889278
138	2.028308745	0.456107952	f1x4	0.382756	34.9352	-1688982.805	6	3377971.61	3378044.34418026
138	2.028308745	0.456107952	f3x4	0.35458	34.1642	-1617181.125	12	3234368.251	3234519.71836053
138	2.028308745	0.456107952	cf3x4	0.336887	36.2336	-1667230.863	12	3334467.726	3334619.19436053
138	2.028308745	0.456107952	mg1	0.366369	34.0899	-1685011.417	6	3370028.834	3370101.56818026
138	2.028308745	0.456107952	mg3	0.329225	32.3225	-1612284.359	12	3224574.718	3224726.18636053
139	3.120330029	0.896569878	f61	0.79805	34.5087	-1863694.765	63	3727395.529	3728216.23889278
139	3.120330029	0.896569878	f1x4	0.882116	34.8789	-1842956.873	6	3685919.746	3685992.48018026
139	3.120330029	0.896569878	f3x4	0.756468	35.126	-1870134.873	12	3740275.746	3740427.21436053
139	3.120330029	0.896569878	cf3x4	0.798447	35.1494	-1857064.478	12	3714134.956	3714286.42436053
139	3.120330029	0.896569878	mg1	0.849145	35.4903	-1838773.153	6	3677552.306	3677625.04018026
139	3.120330029	0.896569878	mg3	0.773162	35.0294	-1865899.977	12	3731805.954	3731957.42236053
13	2.949456358	0.667988418	f61	0.454791	29.5859	-1994819.426	63	3989644.852	3990465.56089278
13	2.949456358	0.667988418	f1x4	0.500967	29.5585	-1988850.959	6	3977707.918	3977780.65218026
13	2.949456358	0.667988418	f3x4	0.443471	29.0908	-1968557.667	12	3937121.333	3937272.80236053
13	2.949456358	0.667988418	cf3x4	0.43654	29.2165	-1990106.438	12	3980218.876	3980370.34436053
13	2.949456358	0.667988418	mg1	0.519669	31.1678	-1984156.594	6	3968319.188	3968391.92218026
13	2.949456358	0.667988418	mg3	0.473271	29.1968	-1962734.663	12	3925475.326	3925626.79436053
140	3.189243592	0.743159725	f61	0.53972	32.6718	-2005355.478	63	4010716.957	4011537.66489278
140	3.189243592	0.743159725	f1x4	0.580442	30.5263	-1969804.048	6	3939614.096	3939686.83018026
140	3.189243592	0.743159725	f3x4	0.544675	32.7159	-1991226.904	12	3982459.807	3982611.27636053
140	3.189243592	0.743159725	cf3x4	0.521832	31.5507	-1993536.9	12	3987079.8	3987231.26836053
140	3.189243592	0.743159725	mg1	0.696762	33.3428	-1965486.504	6	3930979.008	3931051.74218026
140	3.189243592	0.743159725	mg3	0.667302	33.8294	-1986259.047	12	3972524.093	3972675.56236053
