rep	entropy	dnds	fspec	omega	kappa	lnlik	k	aic
432	3.623993739	0.859331041	f61	0.783461	1.96266	-2161389.909	3	4322785.817
432	3.623993739	0.859331041	f1x4	0.786772	1.96961	-2162328.609	3	4324663.219
432	3.623993739	0.859331041	f3x4	0.754335	2.03175	-2183087.006	3	4366180.013
432	3.623993739	0.859331041	cf3x4	0.75721	1.98486	-2168759.075	3	4337524.151
432	3.623993739	0.859331041	mg1	0.859968	2.07305	-2160302.019	3	4320610.038
432	3.623993739	0.859331041	mg3	0.827769	2.07983	-2180693.247	3	4361392.493
433	3.325350794	0.75079988	f61	0.749537	2.18473	-2110736.483	3	4221478.967
433	3.325350794	0.75079988	f1x4	0.743819	2.12853	-2123250.886	3	4246507.772
433	3.325350794	0.75079988	f3x4	0.753775	2.202	-2101018.19	3	4202042.381
433	3.325350794	0.75079988	cf3x4	0.734015	2.19132	-2110815.473	3	4221636.947
433	3.325350794	0.75079988	mg1	0.783536	2.17917	-2120766.198	3	4241538.396
433	3.325350794	0.75079988	mg3	0.770084	2.17167	-2097810.082	3	4195626.165
434	3.518329458	0.665983761	f61	0.58141	1.70939	-2230341.28	3	4460688.559
434	3.518329458	0.665983761	f1x4	0.585496	1.71314	-2240027.884	3	4480061.769
434	3.518329458	0.665983761	f3x4	0.554397	1.75458	-2255453.751	3	4510913.503
434	3.518329458	0.665983761	cf3x4	0.559198	1.72052	-2239213.854	3	4478433.709
434	3.518329458	0.665983761	mg1	0.69204	1.87106	-2238763.057	3	4477532.113
434	3.518329458	0.665983761	mg3	0.665474	1.85617	-2253691.621	3	4507389.242
435	3.557457449	0.653059053	f61	0.563063	1.75531	-2339652.583	3	4679311.165
435	3.557457449	0.653059053	f1x4	0.563722	1.72729	-2351023.672	3	4702053.344
435	3.557457449	0.653059053	f3x4	0.559764	1.76867	-2343763.081	3	4687532.163
435	3.557457449	0.653059053	cf3x4	0.551961	1.74048	-2339409.209	3	4678824.418
435	3.557457449	0.653059053	mg1	0.737756	1.81736	-2349717.914	3	4699441.827
435	3.557457449	0.653059053	mg3	0.724582	1.8239	-2341993.226	3	4683992.451
436	3.079617599	0.45058835	f61	0.408112	1.70774	-2260962.752	3	4521931.504
436	3.079617599	0.45058835	f1x4	0.360258	1.63616	-2332587.972	3	4665181.943
436	3.079617599	0.45058835	f3x4	0.368063	1.81749	-2310917.518	3	4621841.037
436	3.079617599	0.45058835	cf3x4	0.366329	1.69592	-2298306.246	3	4596618.492
436	3.079617599	0.45058835	mg1	0.490116	1.81823	-2331836.239	3	4663678.479
436	3.079617599	0.45058835	mg3	0.499437	2.00091	-2309284.707	3	4618575.413
437	3.393973736	0.605974689	f61	0.51295	1.69529	-2246437.011	3	4492880.022
437	3.393973736	0.605974689	f1x4	0.518741	1.68331	-2256429.042	3	4512864.085
437	3.393973736	0.605974689	f3x4	0.509491	1.67688	-2244460.047	3	4488926.094
437	3.393973736	0.605974689	cf3x4	0.502841	1.70646	-2251087.529	3	4502181.058
437	3.393973736	0.605974689	mg1	0.626088	1.81627	-2255045.83	3	4510097.66
437	3.393973736	0.605974689	mg3	0.612232	1.75639	-2242532.338	3	4485070.675
438	3.310213829	0.561350665	f61	0.480677	1.97308	-2228907.41	3	4457820.819
438	3.310213829	0.561350665	f1x4	0.476965	1.94341	-2243351.565	3	4486709.13
438	3.310213829	0.561350665	f3x4	0.451372	1.95286	-2245320.868	3	4490647.736
438	3.310213829	0.561350665	cf3x4	0.45212	1.9577	-2247809.543	3	4495625.087
438	3.310213829	0.561350665	mg1	0.58769	2.12773	-2240831.134	3	4481668.267
438	3.310213829	0.561350665	mg3	0.576532	2.10777	-2242624.013	3	4485254.026
439	2.076494939	0.295943664	f61	0.315296	2.59057	-1991902.086	3	3983810.172
439	2.076494939	0.295943664	f1x4	0.325255	2.46676	-1999043.41	3	3998092.82
439	2.076494939	0.295943664	f3x4	0.356143	2.42139	-1918853.213	3	3837712.426
439	2.076494939	0.295943664	cf3x4	0.327511	2.62475	-1970488.915	3	3940983.83
439	2.076494939	0.295943664	mg1	0.305544	2.39478	-1996341.378	3	3992688.757
439	2.076494939	0.295943664	mg3	0.312615	2.29729	-1914295.721	3	3828597.441
43	3.636266533	0.859264826	f61	0.811281	1.96193	-2147887.685	3	4295781.369
43	3.636266533	0.859264826	f1x4	0.810881	1.94218	-2154811.279	3	4309628.557
43	3.636266533	0.859264826	f3x4	0.784044	1.96346	-2153686.1	3	4307378.2
43	3.636266533	0.859264826	cf3x4	0.780264	1.93164	-2154961.847	3	4309929.695
43	3.636266533	0.859264826	mg1	0.878832	2.03755	-2153257.005	3	4306520.01
43	3.636266533	0.859264826	mg3	0.851149	2.00412	-2151462.406	3	4302930.812
440	3.60113719	0.819427198	f61	0.708655	1.9265	-2210560.986	3	4421127.972
440	3.60113719	0.819427198	f1x4	0.730241	1.84463	-2187399.737	3	4374805.474
440	3.60113719	0.819427198	f3x4	0.673048	1.89643	-2227530.461	3	4455066.923
440	3.60113719	0.819427198	cf3x4	0.68847	1.84856	-2203477.987	3	4406961.975
440	3.60113719	0.819427198	mg1	0.809857	1.98514	-2185228.129	3	4370462.258
440	3.60113719	0.819427198	mg3	0.779806	1.96348	-2225032.118	3	4450070.236
441	3.439790295	0.619097023	f61	0.551737	1.84521	-2252234.599	3	4504475.198
441	3.439790295	0.619097023	f1x4	0.511599	1.77064	-2289712.789	3	4579431.577
441	3.439790295	0.619097023	f3x4	0.521516	1.94422	-2282386.606	3	4564779.213
441	3.439790295	0.619097023	cf3x4	0.513367	1.83346	-2274802.818	3	4549611.635
441	3.439790295	0.619097023	mg1	0.654961	1.91393	-2288279.008	3	4576564.016
441	3.439790295	0.619097023	mg3	0.664534	2.06364	-2280398.291	3	4560802.582
442	3.495066264	0.730253514	f61	0.684607	2.2025	-2172642.408	3	4345290.817
442	3.495066264	0.730253514	f1x4	0.690538	2.18046	-2192420.307	3	4384846.615
442	3.495066264	0.730253514	f3x4	0.690316	2.14378	-2155857.674	3	4311721.348
442	3.495066264	0.730253514	cf3x4	0.670908	2.20397	-2177931.176	3	4355868.352
442	3.495066264	0.730253514	mg1	0.785226	2.27434	-2191305.473	3	4382616.945
442	3.495066264	0.730253514	mg3	0.770257	2.17874	-2154380.535	3	4308767.069
443	3.301228825	0.717712254	f61	0.570316	1.64104	-2244897.689	3	4489801.379
443	3.301228825	0.717712254	f1x4	0.613893	1.72316	-2225038.911	3	4450083.822
443	3.301228825	0.717712254	f3x4	0.587862	1.74188	-2260715.402	3	4521436.804
443	3.301228825	0.717712254	cf3x4	0.573148	1.66558	-2238119.452	3	4476244.904
443	3.301228825	0.717712254	mg1	0.718754	1.89548	-2223908.776	3	4447823.552
443	3.301228825	0.717712254	mg3	0.667214	1.83847	-2259331.525	3	4518669.049
444	3.270802866	0.759728353	f61	0.771898	2.40758	-2112210.664	3	4224427.328
444	3.270802866	0.759728353	f1x4	0.78642	2.34345	-2114064.629	3	4228135.258
444	3.270802866	0.759728353	f3x4	0.81362	2.32177	-2081112.702	3	4162231.403
444	3.270802866	0.759728353	cf3x4	0.778664	2.40163	-2098106.694	3	4196219.389
444	3.270802866	0.759728353	mg1	0.807955	2.35041	-2112049.868	3	4224105.737
444	3.270802866	0.759728353	mg3	0.796669	2.28636	-2078213.999	3	4156433.997
445	2.879410842	0.591074868	f61	0.595253	2.5135	-2059705.247	3	4119416.494
445	2.879410842	0.591074868	f1x4	0.608568	2.39415	-2068357.693	3	4136721.385
445	2.879410842	0.591074868	f3x4	0.646248	2.36166	-2013232.696	3	4026471.391
445	2.879410842	0.591074868	cf3x4	0.607898	2.49147	-2044042.255	3	4088090.51
445	2.879410842	0.591074868	mg1	0.607956	2.35676	-2064731.269	3	4129468.539
445	2.879410842	0.591074868	mg3	0.611211	2.26482	-2007837.982	3	4015681.964
446	3.652849094	0.74877159	f61	0.629957	1.69055	-2250740.212	3	4501486.423
446	3.652849094	0.74877159	f1x4	0.643424	1.72806	-2246817.111	3	4493640.221
446	3.652849094	0.74877159	f3x4	0.632493	1.73321	-2251137.572	3	4502281.144
446	3.652849094	0.74877159	cf3x4	0.621377	1.71418	-2249718.806	3	4499443.612
446	3.652849094	0.74877159	mg1	0.773402	1.87946	-2245126.213	3	4490258.425
446	3.652849094	0.74877159	mg3	0.74539	1.82817	-2249160.495	3	4498326.991
447	3.550420534	0.866194949	f61	0.833055	2.15011	-2141084.825	3	4282175.649
447	3.550420534	0.866194949	f1x4	0.850023	2.10587	-2143299.736	3	4286605.472
447	3.550420534	0.866194949	f3x4	0.854499	2.11517	-2132429.294	3	4264864.589
447	3.550420534	0.866194949	cf3x4	0.833635	2.1499	-2137996.089	3	4275998.177
447	3.550420534	0.866194949	mg1	0.899014	2.14116	-2141249.45	3	4282504.9
447	3.550420534	0.866194949	mg3	0.885278	2.11623	-2129644.423	3	4259294.845
448	3.317489085	0.783246928	f61	0.78691	2.23862	-2107434.82	3	4214875.64
448	3.317489085	0.783246928	f1x4	0.785672	2.20618	-2123418.114	3	4246842.228
448	3.317489085	0.783246928	f3x4	0.798108	2.19303	-2094795.23	3	4189596.461
448	3.317489085	0.783246928	cf3x4	0.771703	2.22108	-2110391.724	3	4220789.448
448	3.317489085	0.783246928	mg1	0.808194	2.23537	-2121757.683	3	4243521.366
448	3.317489085	0.783246928	mg3	0.791419	2.18537	-2092396.874	3	4184799.748
449	3.422887173	0.737158626	f61	0.646341	1.89565	-2170890.376	3	4341786.752
449	3.422887173	0.737158626	f1x4	0.662713	1.95355	-2169347.16	3	4338700.321
449	3.422887173	0.737158626	f3x4	0.638724	1.96262	-2178388.73	3	4356783.46
449	3.422887173	0.737158626	cf3x4	0.628194	1.92767	-2175116.678	3	4350239.357
449	3.422887173	0.737158626	mg1	0.744094	2.09583	-2167055.184	3	4334116.369
449	3.422887173	0.737158626	mg3	0.708248	2.0394	-2175716.777	3	4351439.554
44	3.510387422	0.782965338	f61	0.774167	2.09257	-2126598.918	3	4253203.836
44	3.510387422	0.782965338	f1x4	0.77315	2.0334	-2135031.204	3	4270068.408
44	3.510387422	0.782965338	f3x4	0.794302	2.09682	-2120026.855	3	4240059.709
44	3.510387422	0.782965338	cf3x4	0.766587	2.08441	-2120241.307	3	4240488.613
44	3.510387422	0.782965338	mg1	0.808955	2.04921	-2132348.439	3	4264702.877
44	3.510387422	0.782965338	mg3	0.79744	2.03907	-2116448.625	3	4232903.25
450	3.556583786	0.772785095	f61	0.694778	2.11125	-2196124.255	3	4392254.509
450	3.556583786	0.772785095	f1x4	0.715568	2.04182	-2182810.373	3	4365626.747
450	3.556583786	0.772785095	f3x4	0.699635	2.09484	-2187178.457	3	4374362.915
450	3.556583786	0.772785095	cf3x4	0.69169	2.08059	-2183180.767	3	4366367.534
450	3.556583786	0.772785095	mg1	0.80852	2.1771	-2180732.898	3	4361471.796
450	3.556583786	0.772785095	mg3	0.786349	2.14206	-2184644.25	3	4369294.5
451	3.586101145	0.713092149	f61	0.64995	1.75665	-2193585.904	3	4387177.809
451	3.586101145	0.713092149	f1x4	0.623355	1.74088	-2218890.372	3	4437786.744
451	3.586101145	0.713092149	f3x4	0.623225	1.84531	-2218021.698	3	4436049.396
451	3.586101145	0.713092149	cf3x4	0.611371	1.76751	-2212810.964	3	4425627.928
451	3.586101145	0.713092149	mg1	0.722825	1.86311	-2216447.029	3	4432900.058
451	3.586101145	0.713092149	mg3	0.712267	1.91882	-2215113.35	3	4430232.701
452	3.435937549	0.828694057	f61	0.741627	2.03313	-2092801.229	3	4185608.457
452	3.435937549	0.828694057	f1x4	0.757139	2.02663	-2107135.729	3	4214277.457
452	3.435937549	0.828694057	f3x4	0.726931	2.08211	-2118978.959	3	4237963.919
452	3.435937549	0.828694057	cf3x4	0.726616	2.02763	-2100727.245	3	4201460.489
452	3.435937549	0.828694057	mg1	0.811431	2.09874	-2104760.689	3	4209527.378
452	3.435937549	0.828694057	mg3	0.784252	2.10229	-2116301.429	3	4232608.857
453	3.695927211	0.78067732	f61	0.691818	1.84197	-2242336.904	3	4484679.808
453	3.695927211	0.78067732	f1x4	0.663643	1.83385	-2265687.84	3	4531381.681
453	3.695927211	0.78067732	f3x4	0.657648	1.9296	-2263397.121	3	4526800.242
453	3.695927211	0.78067732	cf3x4	0.650212	1.85677	-2255022.955	3	4510051.91
453	3.695927211	0.78067732	mg1	0.818216	1.95912	-2262896.149	3	4525798.297
453	3.695927211	0.78067732	mg3	0.814359	2.04875	-2260035.885	3	4520077.77
454	3.708054062	0.814067399	f61	0.755809	1.9617	-2196162.032	3	4392330.065
454	3.708054062	0.814067399	f1x4	0.767091	1.96684	-2196920.201	3	4393846.402
454	3.708054062	0.814067399	f3x4	0.753769	2.00314	-2198658.603	3	4397323.207
454	3.708054062	0.814067399	cf3x4	0.739342	1.96825	-2196089.827	3	4392185.654
454	3.708054062	0.814067399	mg1	0.85519	2.06915	-2195136.652	3	4390279.304
454	3.708054062	0.814067399	mg3	0.819996	2.03096	-2196441.976	3	4392889.952
455	3.833243161	0.908261656	f61	0.883514	2.03548	-2193133.462	3	4386272.924
455	3.833243161	0.908261656	f1x4	0.886724	2.0425	-2200591.231	3	4401188.463
455	3.833243161	0.908261656	f3x4	0.878182	2.06672	-2199881.027	3	4399768.054
455	3.833243161	0.908261656	cf3x4	0.860087	2.05261	-2199096.294	3	4398198.588
455	3.833243161	0.908261656	mg1	0.986343	2.11282	-2198366.451	3	4396738.902
455	3.833243161	0.908261656	mg3	0.955136	2.09081	-2197202.36	3	4394410.72
456	3.693119883	0.76430886	f61	0.678166	1.80475	-2206231.733	3	4412469.466
456	3.693119883	0.76430886	f1x4	0.652727	1.79516	-2236392.924	3	4472791.848
456	3.693119883	0.76430886	f3x4	0.63339	1.88805	-2245670.441	3	4491346.882
456	3.693119883	0.76430886	cf3x4	0.632377	1.79434	-2226022.737	3	4452051.474
456	3.693119883	0.76430886	mg1	0.780742	1.94199	-2233757.916	3	4467521.831
456	3.693119883	0.76430886	mg3	0.761365	2.00404	-2242723.106	3	4485452.212
457	3.318424786	0.573980309	f61	0.581078	2.56092	-2188859.952	3	4377725.903
457	3.318424786	0.573980309	f1x4	0.562811	2.58074	-2215482.021	3	4430970.042
457	3.318424786	0.573980309	f3x4	0.526035	2.64666	-2231854.864	3	4463715.727
457	3.318424786	0.573980309	cf3x4	0.538833	2.60183	-2216449.163	3	4432904.326
457	3.318424786	0.573980309	mg1	0.637985	2.83614	-2213211.912	3	4426429.823
457	3.318424786	0.573980309	mg3	0.613414	2.84176	-2229325.792	3	4458657.583
458	2.615082465	0.563192924	f61	0.493919	2.28257	-2092442.301	3	4184890.601
458	2.615082465	0.563192924	f1x4	0.539865	2.16313	-2041070.398	3	4082146.797
458	2.615082465	0.563192924	f3x4	0.484647	2.26162	-2117854.173	3	4235714.347
458	2.615082465	0.563192924	cf3x4	0.512246	2.253	-2067608.28	3	4135222.56
458	2.615082465	0.563192924	mg1	0.525578	2.25955	-2039252.643	3	4078511.286
458	2.615082465	0.563192924	mg3	0.50459	2.26358	-2115908.72	3	4231823.439
459	3.697811836	0.774455042	f61	0.677689	1.85427	-2248498.458	3	4497002.916
459	3.697811836	0.774455042	f1x4	0.647199	1.83906	-2283038.58	3	4566083.161
459	3.697811836	0.774455042	f3x4	0.641425	1.95126	-2281167.006	3	4562340.012
459	3.697811836	0.774455042	cf3x4	0.637088	1.85838	-2267081.439	3	4534168.878
459	3.697811836	0.774455042	mg1	0.81567	1.9743	-2281085.247	3	4562176.494
459	3.697811836	0.774455042	mg3	0.807756	2.06786	-2278638.846	3	4557283.692
45	3.493390298	0.686146113	f61	0.607956	1.78506	-2202616.021	3	4405238.041
45	3.493390298	0.686146113	f1x4	0.60867	1.79067	-2216785.644	3	4433577.289
45	3.493390298	0.686146113	f3x4	0.59765	1.82452	-2203672.166	3	4407350.333
45	3.493390298	0.686146113	cf3x4	0.590214	1.81034	-2207858.365	3	4415722.731
45	3.493390298	0.686146113	mg1	0.70731	1.95223	-2215343.601	3	4430693.202
45	3.493390298	0.686146113	mg3	0.688041	1.92369	-2201692.859	3	4403391.719
460	3.644159441	0.658513768	f61	0.59258	1.6473	-2252561.299	3	4505128.599
460	3.644159441	0.658513768	f1x4	0.550132	1.62001	-2301329.532	3	4602665.065
460	3.644159441	0.658513768	f3x4	0.536713	1.74699	-2299796.859	3	4599599.717
460	3.644159441	0.658513768	cf3x4	0.540141	1.64065	-2284087.83	3	4568181.66
460	3.644159441	0.658513768	mg1	0.69448	1.79755	-2298606.411	3	4597218.821
460	3.644159441	0.658513768	mg3	0.684228	1.88219	-2296764.609	3	4593535.218
461	3.173741608	0.473652184	f61	0.430132	1.73422	-2282863.716	3	4565733.432
461	3.173741608	0.473652184	f1x4	0.379882	1.68224	-2357100.005	3	4714206.011
461	3.173741608	0.473652184	f3x4	0.387082	1.84714	-2334422.273	3	4668850.547
461	3.173741608	0.473652184	cf3x4	0.384324	1.72867	-2323382.137	3	4646770.275
461	3.173741608	0.473652184	mg1	0.519372	1.8526	-2355955.165	3	4711916.33
461	3.173741608	0.473652184	mg3	0.524692	2.01844	-2332392.013	3	4664790.025
462	3.516724846	0.608736368	f61	0.56822	1.7356	-2251155.692	3	4502317.384
462	3.516724846	0.608736368	f1x4	0.539579	1.71976	-2280894.709	3	4561795.417
462	3.516724846	0.608736368	f3x4	0.533216	1.88085	-2289118.99	3	4578243.98
462	3.516724846	0.608736368	cf3x4	0.527834	1.74278	-2272493.74	3	4544993.479
462	3.516724846	0.608736368	mg1	0.648371	1.93368	-2278093.04	3	4556192.08
462	3.516724846	0.608736368	mg3	0.633702	2.02262	-2286132.772	3	4572271.544
463	3.070283657	0.656256534	f61	0.614404	2.93828	-2122632.443	3	4245270.885
463	3.070283657	0.656256534	f1x4	0.643876	2.83744	-2118168.589	3	4236343.179
463	3.070283657	0.656256534	f3x4	0.659672	2.75804	-2073493.25	3	4146992.501
463	3.070283657	0.656256534	cf3x4	0.625982	2.89521	-2104968.004	3	4209942.008
463	3.070283657	0.656256534	mg1	0.686993	2.86551	-2116248.805	3	4232503.61
463	3.070283657	0.656256534	mg3	0.675249	2.70282	-2070740.14	3	4141486.281
464	2.3073006	0.373419371	f61	0.282857	2.14157	-2164239.785	3	4328485.569
464	2.3073006	0.373419371	f1x4	0.336926	2.17595	-2105554.689	3	4211115.379
464	2.3073006	0.373419371	f3x4	0.308771	2.19415	-2141316.746	3	4282639.492
464	2.3073006	0.373419371	cf3x4	0.32066	2.27395	-2127908.708	3	4255823.415
464	2.3073006	0.373419371	mg1	0.370156	2.41696	-2101394.855	3	4202795.71
464	2.3073006	0.373419371	mg3	0.361176	2.39642	-2137399.385	3	4274804.771
465	2.461852404	0.352514141	f61	0.267295	1.68655	-2281693.593	3	4563393.186
465	2.461852404	0.352514141	f1x4	0.280212	1.70241	-2268520.76	3	4537047.52
465	2.461852404	0.352514141	f3x4	0.265109	1.81571	-2311191.02	3	4622388.04
465	2.461852404	0.352514141	cf3x4	0.263557	1.6649	-2274785.157	3	4549576.314
465	2.461852404	0.352514141	mg1	0.37076	2.05133	-2266554.07	3	4533114.141
465	2.461852404	0.352514141	mg3	0.343397	2.05571	-2309713.724	3	4619433.448
466	3.277798551	0.731799914	f61	0.729586	2.45056	-2167274.382	3	4334554.764
466	3.277798551	0.731799914	f1x4	0.768301	2.32528	-2121404.596	3	4242815.191
466	3.277798551	0.731799914	f3x4	0.73285	2.4314	-2164505.733	3	4329017.467
466	3.277798551	0.731799914	cf3x4	0.735489	2.38651	-2139521.574	3	4279049.148
466	3.277798551	0.731799914	mg1	0.763594	2.42619	-2119865.384	3	4239736.768
466	3.277798551	0.731799914	mg3	0.742454	2.44886	-2162749.394	3	4325504.787
467	3.638264705	0.800113838	f61	0.749707	1.9018	-2158079.554	3	4316165.107
467	3.638264705	0.800113838	f1x4	0.735976	1.88744	-2178636.734	3	4357279.468
467	3.638264705	0.800113838	f3x4	0.711832	1.97752	-2187018.199	3	4374042.399
467	3.638264705	0.800113838	cf3x4	0.71392	1.91123	-2172857.416	3	4345720.831
467	3.638264705	0.800113838	mg1	0.81773	2.01434	-2177434.071	3	4354874.143
467	3.638264705	0.800113838	mg3	0.794249	2.03473	-2185204.217	3	4370414.433
468	3.033313027	0.477997128	f61	0.36501	1.76615	-2296496.416	3	4592998.832
468	3.033313027	0.477997128	f1x4	0.40564	1.80027	-2239490.537	3	4478987.074
468	3.033313027	0.477997128	f3x4	0.402142	1.79775	-2253672.114	3	4507350.229
468	3.033313027	0.477997128	cf3x4	0.38971	1.81585	-2257873.241	3	4515752.482
468	3.033313027	0.477997128	mg1	0.486916	1.96204	-2238795.151	3	4477596.302
468	3.033313027	0.477997128	mg3	0.468115	1.87184	-2252665.067	3	4505336.134
469	3.54170709	0.791932559	f61	0.708482	1.78659	-2228282.329	3	4456570.658
469	3.54170709	0.791932559	f1x4	0.740792	1.85563	-2214753.862	3	4429513.725
469	3.54170709	0.791932559	f3x4	0.718415	1.91461	-2242481.428	3	4484968.856
469	3.54170709	0.791932559	cf3x4	0.702302	1.81653	-2222745.043	3	4445496.087
469	3.54170709	0.791932559	mg1	0.835903	2.00442	-2212843.051	3	4425692.102
469	3.54170709	0.791932559	mg3	0.783891	1.97578	-2240280.952	3	4480567.905
46	3.606686305	0.722562789	f61	0.590525	1.77683	-2254042.499	3	4508090.997
46	3.606686305	0.722562789	f1x4	0.63463	1.79682	-2223437.318	3	4446880.636
46	3.606686305	0.722562789	f3x4	0.634251	1.85169	-2233484.186	3	4466974.371
46	3.606686305	0.722562789	cf3x4	0.612674	1.80788	-2226625.371	3	4453256.742
46	3.606686305	0.722562789	mg1	0.746948	1.91076	-2221469.276	3	4442944.552
46	3.606686305	0.722562789	mg3	0.724057	1.90455	-2231293.668	3	4462593.336
470	2.619079306	0.269027127	f61	0.244678	1.77532	-2244819.313	3	4489644.627
470	2.619079306	0.269027127	f1x4	0.209343	1.67958	-2339939.821	3	4679885.643
470	2.619079306	0.269027127	f3x4	0.211286	1.85892	-2315067.716	3	4630141.433
470	2.619079306	0.269027127	cf3x4	0.213737	1.73526	-2295252.373	3	4590510.746
470	2.619079306	0.269027127	mg1	0.292021	1.98373	-2339381.531	3	4678769.062
470	2.619079306	0.269027127	mg3	0.29844	2.20423	-2314075.359	3	4628156.718
471	2.828641697	0.331272734	f61	0.291465	1.89121	-2333827.3	3	4667660.601
471	2.828641697	0.331272734	f1x4	0.28242	1.74193	-2349265.236	3	4698536.473
471	2.828641697	0.331272734	f3x4	0.270106	1.82294	-2356405.479	3	4712816.957
471	2.828641697	0.331272734	cf3x4	0.265393	1.7786	-2368938.631	3	4737883.263
471	2.828641697	0.331272734	mg1	0.373284	2.03851	-2348478.277	3	4696962.554
471	2.828641697	0.331272734	mg3	0.35811	1.94033	-2355905.624	3	4711817.247
472	3.643191997	0.736489695	f61	0.610565	1.88435	-2280219.045	3	4560444.09
472	3.643191997	0.736489695	f1x4	0.63618	1.85082	-2271099.287	3	4542204.574
472	3.643191997	0.736489695	f3x4	0.626906	1.82077	-2264786.049	3	4529578.098
472	3.643191997	0.736489695	cf3x4	0.609192	1.86317	-2275785.669	3	4551577.338
472	3.643191997	0.736489695	mg1	0.78375	1.97504	-2268618.483	3	4537242.967
472	3.643191997	0.736489695	mg3	0.760528	1.88525	-2261920.79	3	4523847.579
473	3.485612525	0.697539287	f61	0.633267	2.0726	-2169771.618	3	4339549.236
473	3.485612525	0.697539287	f1x4	0.623218	2.0583	-2194494.131	3	4388994.263
473	3.485612525	0.697539287	f3x4	0.59872	2.1131	-2207192.607	3	4414391.213
473	3.485612525	0.697539287	cf3x4	0.605253	2.1003	-2191024.822	3	4382055.644
473	3.485612525	0.697539287	mg1	0.713694	2.18219	-2192942.818	3	4385891.636
473	3.485612525	0.697539287	mg3	0.701952	2.2378	-2205409.365	3	4410824.73
474	3.470160826	0.538090309	f61	0.423198	1.54735	-2434596.503	3	4869199.006
474	3.470160826	0.538090309	f1x4	0.470831	1.55053	-2376633.485	3	4753272.97
474	3.470160826	0.538090309	f3x4	0.482231	1.56485	-2341552.064	3	4683110.128
474	3.470160826	0.538090309	cf3x4	0.454982	1.56609	-2377152.232	3	4754310.465
474	3.470160826	0.538090309	mg1	0.626015	1.61935	-2375568.664	3	4751143.328
474	3.470160826	0.538090309	mg3	0.625904	1.62734	-2339810.179	3	4679626.358
475	2.120435144	0.427962848	f61	0.433901	3.37102	-1990030.271	3	3980066.542
475	2.120435144	0.427962848	f1x4	0.448524	3.17802	-2001358.037	3	4002722.074
475	2.120435144	0.427962848	f3x4	0.485152	3.04751	-1913252.856	3	3826511.711
475	2.120435144	0.427962848	cf3x4	0.446964	3.33402	-1967110.533	3	3934227.067
475	2.120435144	0.427962848	mg1	0.430388	3.14196	-1998602.925	3	3997211.851
475	2.120435144	0.427962848	mg3	0.438675	2.96618	-1909504.487	3	3819014.974
476	3.171572458	0.528401571	f61	0.43272	1.89961	-2326734.383	3	4653474.767
476	3.171572458	0.528401571	f1x4	0.466427	1.91399	-2304940.995	3	4609887.989
476	3.171572458	0.528401571	f3x4	0.459171	1.84764	-2288557.134	3	4577120.268
476	3.171572458	0.528401571	cf3x4	0.437212	1.88185	-2315690.497	3	4631386.993
476	3.171572458	0.528401571	mg1	0.581492	2.07173	-2301799.796	3	4603605.593
476	3.171572458	0.528401571	mg3	0.561247	1.94631	-2284937.986	3	4569881.972
477	2.7182609	0.298361735	f61	0.216554	1.77126	-2525997.043	3	5052000.085
477	2.7182609	0.298361735	f1x4	0.273568	1.74358	-2387469.846	3	4774945.691
477	2.7182609	0.298361735	f3x4	0.28848	1.81317	-2349917.23	3	4699840.461
477	2.7182609	0.298361735	cf3x4	0.264882	1.81859	-2399840.395	3	4799686.79
477	2.7182609	0.298361735	mg1	0.358526	1.74791	-2386645.72	3	4773297.44
477	2.7182609	0.298361735	mg3	0.361374	1.7853	-2348264.841	3	4696535.682
478	3.331767353	0.622015242	f61	0.579264	2.18292	-2195637.922	3	4391281.844
478	3.331767353	0.622015242	f1x4	0.576548	2.17085	-2208540.49	3	4417086.98
478	3.331767353	0.622015242	f3x4	0.535685	2.2581	-2243291.625	3	4486589.251
478	3.331767353	0.622015242	cf3x4	0.553414	2.2144	-2213208.188	3	4426422.376
478	3.331767353	0.622015242	mg1	0.655317	2.36339	-2207230.099	3	4414466.198
478	3.331767353	0.622015242	mg3	0.633728	2.41775	-2241273.125	3	4482552.251
479	3.329370835	0.757786554	f61	0.735488	2.23085	-2122646.345	3	4245298.69
479	3.329370835	0.757786554	f1x4	0.761168	2.13201	-2115229.098	3	4230464.195
479	3.329370835	0.757786554	f3x4	0.771007	2.17773	-2108217.225	3	4216440.451
479	3.329370835	0.757786554	cf3x4	0.753008	2.22581	-2107761.13	3	4215528.259
479	3.329370835	0.757786554	mg1	0.789905	2.14576	-2112714.409	3	4225434.818
479	3.329370835	0.757786554	mg3	0.783781	2.11997	-2104479.457	3	4208964.913
47	3.483413705	0.752871969	f61	0.711979	1.9113	-2173447.716	3	4346901.431
47	3.483413705	0.752871969	f1x4	0.697901	1.92083	-2183096.167	3	4366198.333
47	3.483413705	0.752871969	f3x4	0.684853	2.04986	-2190613.044	3	4381232.089
47	3.483413705	0.752871969	cf3x4	0.676089	1.937	-2182342.065	3	4364690.13
47	3.483413705	0.752871969	mg1	0.770101	2.07465	-2180851.31	3	4361708.62
47	3.483413705	0.752871969	mg3	0.74319	2.11375	-2188307.081	3	4376620.161
480	3.741334286	0.837544832	f61	0.679719	1.83501	-2215719.911	3	4431445.823
480	3.741334286	0.837544832	f1x4	0.710697	1.82358	-2204967.888	3	4409941.775
480	3.741334286	0.837544832	f3x4	0.667473	1.84077	-2226766.893	3	4453539.787
