rep	entropy	dnds	fspec	omega	kappa	lnlik	k	aic
21	3.547716119	0.779379746	mg1	0.784367	2.13311	-2159569.281	3	4319144.562
21	3.547716119	0.779379746	mg3	0.753899	2.13186	-2167967.055	3	4335940.111
220	3.396939273	0.726930437	f61	0.570653	1.55646	-2285122.809	3	4570251.619
220	3.396939273	0.726930437	f1x4	0.620791	1.62809	-2245941.7	3	4491889.399
220	3.396939273	0.726930437	f3x4	0.599647	1.63562	-2282237.363	3	4564480.725
220	3.396939273	0.726930437	cf3x4	0.587223	1.59336	-2266411.315	3	4532828.631
220	3.396939273	0.726930437	mg1	0.733064	1.77897	-2244327.753	3	4488661.506
220	3.396939273	0.726930437	mg3	0.691396	1.72664	-2280240.07	3	4560486.14
221	3.342343978	0.586630565	f61	0.529422	1.80767	-2220632.139	3	4441270.278
221	3.342343978	0.586630565	f1x4	0.484397	1.74773	-2277677.557	3	4555361.115
221	3.342343978	0.586630565	f3x4	0.491601	1.93129	-2265719.34	3	4531444.679
221	3.342343978	0.586630565	cf3x4	0.486596	1.80035	-2250102.825	3	4500211.65
221	3.342343978	0.586630565	mg1	0.619616	1.91713	-2276421.783	3	4552849.566
221	3.342343978	0.586630565	mg3	0.62537	2.07978	-2263676.237	3	4527358.474
222	3.549622317	0.761186982	f61	0.669351	2.05547	-2171180.528	3	4342367.056
222	3.549622317	0.761186982	f1x4	0.683355	1.98551	-2173721.768	3	4347449.536
222	3.549622317	0.761186982	f3x4	0.651521	1.98591	-2178545.955	3	4357097.91
222	3.549622317	0.761186982	cf3x4	0.652799	2.00649	-2174584.533	3	4349175.067
222	3.549622317	0.761186982	mg1	0.775225	2.09177	-2171700.339	3	4343406.679
222	3.549622317	0.761186982	mg3	0.755412	2.02666	-2176089.871	3	4352185.742
223	3.733340137	0.840268935	f61	0.776522	1.87787	-2221232.467	3	4442470.933
223	3.733340137	0.840268935	f1x4	0.780875	1.85968	-2211186.812	3	4422379.625
223	3.733340137	0.840268935	f3x4	0.755094	1.93414	-2233135.222	3	4466276.444
223	3.733340137	0.840268935	cf3x4	0.751088	1.86921	-2216800.561	3	4433607.121
223	3.733340137	0.840268935	mg1	0.876848	1.98115	-2209415.53	3	4418837.06
223	3.733340137	0.840268935	mg3	0.843702	1.97996	-2230962.213	3	4461930.426
224	3.446578448	0.828843525	f61	0.695955	1.87294	-2119375.041	3	4238756.083
224	3.446578448	0.828843525	f1x4	0.710871	1.89804	-2122244.951	3	4244495.902
224	3.446578448	0.828843525	f3x4	0.680027	1.89174	-2134304.88	3	4268615.759
224	3.446578448	0.828843525	cf3x4	0.672869	1.88018	-2130111.32	3	4260228.64
224	3.446578448	0.828843525	mg1	0.766538	1.99033	-2120369.841	3	4240745.683
224	3.446578448	0.828843525	mg3	0.735264	1.94445	-2131711.94	3	4263429.879
225	3.411714331	0.832543855	f61	0.801759	2.12001	-2109182.36	3	4218370.719
225	3.411714331	0.832543855	f1x4	0.807319	2.08631	-2117057.265	3	4234120.529
225	3.411714331	0.832543855	f3x4	0.817462	2.08733	-2092375.966	3	4184757.931
225	3.411714331	0.832543855	cf3x4	0.791914	2.1266	-2107629.872	3	4215265.744
225	3.411714331	0.832543855	mg1	0.843796	2.12371	-2115153.119	3	4230312.239
225	3.411714331	0.832543855	mg3	0.826117	2.06453	-2089495.956	3	4178997.913
226	3.368776933	0.75754255	f61	0.761204	2.03739	-2145625.772	3	4291257.544
226	3.368776933	0.75754255	f1x4	0.73595	2.0577	-2163850.616	3	4327707.232
226	3.368776933	0.75754255	f3x4	0.716099	2.19915	-2182490.063	3	4364986.126
226	3.368776933	0.75754255	cf3x4	0.712972	2.07673	-2166047.737	3	4332101.474
226	3.368776933	0.75754255	mg1	0.794058	2.22294	-2162242.716	3	4324491.431
226	3.368776933	0.75754255	mg3	0.758437	2.26303	-2180573.553	3	4361153.106
227	3.05032762	0.72578296	f61	0.666293	1.88388	-2060755.733	3	4121517.466
227	3.05032762	0.72578296	f1x4	0.695198	1.92092	-2072736.521	3	4145479.043
227	3.05032762	0.72578296	f3x4	0.657114	1.982	-2095703.779	3	4191413.558
227	3.05032762	0.72578296	cf3x4	0.657279	1.88409	-2066331.472	3	4132668.944
227	3.05032762	0.72578296	mg1	0.714741	1.98775	-2070181.822	3	4140369.644
227	3.05032762	0.72578296	mg3	0.673634	1.97648	-2092581.576	3	4185169.152
228	3.808807527	0.808688601	f61	0.723766	1.80254	-2249170.15	3	4498346.301
228	3.808807527	0.808688601	f1x4	0.722991	1.80441	-2264253.364	3	4528512.728
228	3.808807527	0.808688601	f3x4	0.711407	1.83134	-2255587.425	3	4511180.85
228	3.808807527	0.808688601	cf3x4	0.700327	1.80362	-2256368.578	3	4512743.157
228	3.808807527	0.808688601	mg1	0.872087	1.90653	-2262268.156	3	4524542.312
228	3.808807527	0.808688601	mg3	0.849645	1.88985	-2253180.331	3	4506366.663
229	2.837337112	0.654231714	f61	0.551685	1.72573	-2051787.757	3	4103581.513
229	2.837337112	0.654231714	f1x4	0.575673	1.76934	-2065747.192	3	4131500.384
229	2.837337112	0.654231714	f3x4	0.538924	1.83558	-2093883.879	3	4187773.757
229	2.837337112	0.654231714	cf3x4	0.541124	1.72596	-2059301.284	3	4118608.568
229	2.837337112	0.654231714	mg1	0.594323	1.85496	-2062716.28	3	4125438.56
229	2.837337112	0.654231714	mg3	0.560888	1.86314	-2090302.827	3	4180611.653
22	3.627640892	0.704603597	f61	0.592277	1.86165	-2243716.688	3	4487439.375
22	3.627640892	0.704603597	f1x4	0.603599	1.87216	-2260365.144	3	4520736.287
22	3.627640892	0.704603597	f3x4	0.592108	1.85629	-2243247.013	3	4486500.026
22	3.627640892	0.704603597	cf3x4	0.579432	1.86207	-2252783.069	3	4505572.138
22	3.627640892	0.704603597	mg1	0.745333	2.01045	-2257737.251	3	4515480.501
22	3.627640892	0.704603597	mg3	0.724774	1.94961	-2240270.253	3	4480546.505
230	3.086491067	0.651650522	f61	0.590113	1.86895	-2143054.22	3	4286114.441
230	3.086491067	0.651650522	f1x4	0.597615	1.89223	-2133857.573	3	4267721.147
230	3.086491067	0.651650522	f3x4	0.582958	1.99983	-2167734.466	3	4335474.932
230	3.086491067	0.651650522	cf3x4	0.581135	1.927	-2143667.211	3	4287340.421
230	3.086491067	0.651650522	mg1	0.641051	2.05628	-2132647.235	3	4265300.47
230	3.086491067	0.651650522	mg3	0.611498	2.07153	-2166227.498	3	4332460.996
231	3.556167109	0.812049477	f61	0.756251	1.93271	-2181338.459	3	4362682.917
231	3.556167109	0.812049477	f1x4	0.754389	1.94639	-2195967.514	3	4391941.027
231	3.556167109	0.812049477	f3x4	0.743823	2.04529	-2210399.189	3	4420804.379
231	3.556167109	0.812049477	cf3x4	0.730848	1.94567	-2194606.021	3	4389218.041
231	3.556167109	0.812049477	mg1	0.843088	2.01997	-2193396.79	3	4386799.579
231	3.556167109	0.812049477	mg3	0.820708	2.08792	-2207330.668	3	4414667.336
232	3.737373295	0.860096998	f61	0.759012	1.95034	-2192364.486	3	4384734.973
232	3.737373295	0.860096998	f1x4	0.761822	1.90343	-2201425.741	3	4402857.483
232	3.737373295	0.860096998	f3x4	0.763068	1.9553	-2192409.997	3	4384825.994
232	3.737373295	0.860096998	cf3x4	0.744767	1.93167	-2192975.799	3	4385957.597
232	3.737373295	0.860096998	mg1	0.883473	2.00827	-2199870.959	3	4399747.918
232	3.737373295	0.860096998	mg3	0.87188	2.0135	-2190278.173	3	4380562.346
233	3.312542898	0.581836543	f61	0.472616	1.69082	-2366757.263	3	4733520.526
233	3.312542898	0.581836543	f1x4	0.514738	1.6855	-2327686.766	3	4655379.531
233	3.312542898	0.581836543	f3x4	0.535954	1.64558	-2282450.69	3	4564907.38
233	3.312542898	0.581836543	cf3x4	0.500536	1.69861	-2326521.286	3	4653048.571
233	3.312542898	0.581836543	mg1	0.658745	1.75863	-2325324.563	3	4650655.126
233	3.312542898	0.581836543	mg3	0.655629	1.69768	-2279259.663	3	4558525.326
234	3.707361963	0.749893221	f61	0.682714	1.85797	-2272218.106	3	4544442.212
234	3.707361963	0.749893221	f1x4	0.689957	1.84093	-2273371.331	3	4546748.661
234	3.707361963	0.749893221	f3x4	0.68722	1.80996	-2261188.271	3	4522382.543
234	3.707361963	0.749893221	cf3x4	0.666924	1.85752	-2277055.986	3	4554117.971
234	3.707361963	0.749893221	mg1	0.825705	1.89992	-2270997.665	3	4542001.329
234	3.707361963	0.749893221	mg3	0.807338	1.81303	-2258189.495	3	4516384.991
235	3.496521827	0.713339224	f61	0.66448	1.85001	-2212118.303	3	4424242.606
235	3.496521827	0.713339224	f1x4	0.673976	1.89592	-2208593.808	3	4417193.616
235	3.496521827	0.713339224	f3x4	0.663093	1.99559	-2236118.941	3	4472243.883
235	3.496521827	0.713339224	cf3x4	0.651776	1.90436	-2211326.434	3	4422658.868
235	3.496521827	0.713339224	mg1	0.74166	2.00027	-2206832.776	3	4413671.552
235	3.496521827	0.713339224	mg3	0.711122	2.05087	-2234087.95	3	4468181.9
236	3.056098767	0.604645184	f61	0.544877	2.13306	-2149627.922	3	4299261.844
236	3.056098767	0.604645184	f1x4	0.527179	2.11209	-2197141.534	3	4394289.069
236	3.056098767	0.604645184	f3x4	0.516478	2.29444	-2196515.681	3	4393037.362
236	3.056098767	0.604645184	cf3x4	0.51508	2.11507	-2170505.466	3	4341016.932
236	3.056098767	0.604645184	mg1	0.642347	2.33904	-2194399.499	3	4388804.999
236	3.056098767	0.604645184	mg3	0.631857	2.48338	-2193566.337	3	4387138.675
237	3.677284411	0.655432011	f61	0.561931	1.5464	-2314400.392	3	4628806.784
237	3.677284411	0.655432011	f1x4	0.54422	1.51867	-2333841.201	3	4667688.401
237	3.677284411	0.655432011	f3x4	0.526432	1.53618	-2333725.385	3	4667456.769
237	3.677284411	0.655432011	cf3x4	0.524139	1.52619	-2335624.063	3	4671254.125
237	3.677284411	0.655432011	mg1	0.711	1.63904	-2332265.409	3	4664536.818
237	3.677284411	0.655432011	mg3	0.693996	1.61035	-2331838.691	3	4663683.383
238	3.520206236	0.708997154	f61	0.665329	1.83586	-2167046.177	3	4334098.355
238	3.520206236	0.708997154	f1x4	0.642065	1.82687	-2188719.723	3	4377445.446
238	3.520206236	0.708997154	f3x4	0.624784	1.88078	-2187334.655	3	4374675.309
238	3.520206236	0.708997154	cf3x4	0.621238	1.83297	-2190042.329	3	4380090.658
238	3.520206236	0.708997154	mg1	0.701736	1.9306	-2187103.489	3	4374212.978
238	3.520206236	0.708997154	mg3	0.677789	1.91355	-2185133.976	3	4370273.952
239	3.417337007	0.738064538	f61	0.661699	2.44515	-2217862.944	3	4435731.888
239	3.417337007	0.738064538	f1x4	0.686186	2.41372	-2216681.072	3	4433368.145
239	3.417337007	0.738064538	f3x4	0.686236	2.30401	-2183743.669	3	4367493.338
239	3.417337007	0.738064538	cf3x4	0.657103	2.39353	-2215231.642	3	4430469.285
239	3.417337007	0.738064538	mg1	0.789176	2.48474	-2214974.619	3	4429955.238
239	3.417337007	0.738064538	mg3	0.769224	2.31724	-2181257.174	3	4362520.349
23	3.689684331	0.772746428	f61	0.689578	1.86198	-2221072.482	3	4442150.964
23	3.689684331	0.772746428	f1x4	0.682351	1.83725	-2225030.465	3	4450066.931
23	3.689684331	0.772746428	f3x4	0.667591	1.9288	-2241621.603	3	4483249.205
23	3.689684331	0.772746428	cf3x4	0.661778	1.86952	-2232258.71	3	4464523.42
23	3.689684331	0.772746428	mg1	0.786845	1.98294	-2223392.625	3	4446791.251
23	3.689684331	0.772746428	mg3	0.769604	2.02342	-2239583.724	3	4479173.448
240	3.565305089	0.790675233	f61	0.713384	2.04039	-2220791.193	3	4441588.385
240	3.565305089	0.790675233	f1x4	0.740902	2.08313	-2203002.112	3	4406010.223
240	3.565305089	0.790675233	f3x4	0.722767	2.0506	-2208932.227	3	4417870.454
240	3.565305089	0.790675233	cf3x4	0.709242	2.07754	-2216390.932	3	4432787.864
240	3.565305089	0.790675233	mg1	0.833948	2.1976	-2201347.428	3	4402700.855
240	3.565305089	0.790675233	mg3	0.800455	2.10138	-2206841.479	3	4413688.958
241	3.062339743	0.644355767	f61	0.661946	2.34961	-2174859.88	3	4349725.759
241	3.062339743	0.644355767	f1x4	0.698734	2.45702	-2175896.493	3	4351798.987
241	3.062339743	0.644355767	f3x4	0.665198	2.4558	-2213147.09	3	4426300.179
241	3.062339743	0.644355767	cf3x4	0.663358	2.46304	-2188429.643	3	4376865.286
241	3.062339743	0.644355767	mg1	0.725077	2.42616	-2174875.778	3	4349757.556
241	3.062339743	0.644355767	mg3	0.686639	2.44718	-2211885.402	3	4423776.804
242	3.396255805	0.696742153	f61	0.580307	2.08291	-2237277.41	3	4474560.82
242	3.396255805	0.696742153	f1x4	0.619767	2.07338	-2220696.535	3	4441399.069
242	3.396255805	0.696742153	f3x4	0.614417	1.99881	-2200915.141	3	4401836.282
242	3.396255805	0.696742153	cf3x4	0.589967	2.04822	-2222545.949	3	4445097.898
242	3.396255805	0.696742153	mg1	0.729416	2.18996	-2219342.344	3	4438690.688
242	3.396255805	0.696742153	mg3	0.71098	2.07196	-2198743.512	3	4397493.024
243	3.074429506	0.545148294	f61	0.494022	2.14779	-2152089.799	3	4304185.599
243	3.074429506	0.545148294	f1x4	0.46786	2.09178	-2207561.381	3	4415128.762
243	3.074429506	0.545148294	f3x4	0.46401	2.29052	-2202854.568	3	4405715.136
243	3.074429506	0.545148294	cf3x4	0.462722	2.12427	-2179139.225	3	4358284.451
243	3.074429506	0.545148294	mg1	0.576242	2.32172	-2205602.49	3	4411210.98
243	3.074429506	0.545148294	mg3	0.573641	2.48694	-2200628.881	3	4401263.762
244	3.37849905	0.744857574	f61	0.63991	1.86568	-2222926.72	3	4445859.44
244	3.37849905	0.744857574	f1x4	0.681993	1.93454	-2203776.77	3	4407559.539
244	3.37849905	0.744857574	f3x4	0.66703	1.92965	-2221633.417	3	4443272.834
244	3.37849905	0.744857574	cf3x4	0.644485	1.8906	-2213173.701	3	4426353.401
244	3.37849905	0.744857574	mg1	0.771235	2.06841	-2201871.623	3	4403749.247
244	3.37849905	0.744857574	mg3	0.724959	1.97753	-2219415.216	3	4438836.432
245	3.558456275	0.643999743	f61	0.552773	1.77474	-2338603.072	3	4677212.144
245	3.558456275	0.643999743	f1x4	0.562858	1.75058	-2336321.107	3	4672648.214
245	3.558456275	0.643999743	f3x4	0.531309	1.80807	-2340163.954	3	4680333.908
245	3.558456275	0.643999743	cf3x4	0.539369	1.77723	-2333186.903	3	4666379.806
245	3.558456275	0.643999743	mg1	0.71781	1.89998	-2334134.253	3	4668274.507
245	3.558456275	0.643999743	mg3	0.702356	1.90961	-2337762.739	3	4675531.478
246	3.417925584	0.643775417	f61	0.570853	1.95519	-2233509.649	3	4467025.298
246	3.417925584	0.643775417	f1x4	0.535923	1.84518	-2265185.477	3	4530376.954
246	3.417925584	0.643775417	f3x4	0.529749	2.0403	-2275956.181	3	4551918.361
246	3.417925584	0.643775417	cf3x4	0.531397	1.91448	-2252172.898	3	4504351.796
246	3.417925584	0.643775417	mg1	0.684379	2.03507	-2263450.353	3	4526906.706
246	3.417925584	0.643775417	mg3	0.690626	2.19815	-2273674.416	3	4547354.832
247	3.462590803	0.719752092	f61	0.604372	1.79512	-2211226.503	3	4422459.007
247	3.462590803	0.719752092	f1x4	0.611797	1.74246	-2202977.954	3	4405961.907
247	3.462590803	0.719752092	f3x4	0.592346	1.81035	-2219960.652	3	4439927.304
247	3.462590803	0.719752092	cf3x4	0.590696	1.77982	-2204686.328	3	4409378.657
247	3.462590803	0.719752092	mg1	0.715782	1.85934	-2201114.349	3	4402234.698
247	3.462590803	0.719752092	mg3	0.706482	1.87704	-2217715.153	3	4435436.306
248	3.762104274	0.738000792	f61	0.606214	1.62393	-2373673.345	3	4747352.69
248	3.762104274	0.738000792	f1x4	0.645654	1.62606	-2334519.386	3	4669044.773
248	3.762104274	0.738000792	f3x4	0.646273	1.6636	-2328281.563	3	4656569.125
248	3.762104274	0.738000792	cf3x4	0.624249	1.64385	-2337779.072	3	4675564.144
248	3.762104274	0.738000792	mg1	0.816051	1.73148	-2332426.191	3	4664858.382
248	3.762104274	0.738000792	mg3	0.800853	1.72814	-2325735.464	3	4651476.928
249	3.610191813	0.676209256	f61	0.601508	1.62153	-2318174.147	3	4636354.294
249	3.610191813	0.676209256	f1x4	0.591787	1.61084	-2337446.577	3	4674899.155
249	3.610191813	0.676209256	f3x4	0.590429	1.66774	-2327751.415	3	4655508.831
249	3.610191813	0.676209256	cf3x4	0.580363	1.61774	-2325641.939	3	4651289.879
249	3.610191813	0.676209256	mg1	0.749491	1.69942	-2336240.971	3	4672487.943
249	3.610191813	0.676209256	mg3	0.734357	1.71515	-2326062.831	3	4652131.662
24	3.426116035	0.733265691	f61	0.64879	1.9635	-2212447.775	3	4424901.55
24	3.426116035	0.733265691	f1x4	0.68481	2.01335	-2200121.685	3	4400249.369
24	3.426116035	0.733265691	f3x4	0.676644	2.0565	-2225468.894	3	4450943.789
24	3.426116035	0.733265691	cf3x4	0.653204	1.99295	-2207607.486	3	4415220.971
24	3.426116035	0.733265691	mg1	0.759929	2.12048	-2199329.041	3	4398664.081
24	3.426116035	0.733265691	mg3	0.715585	2.0896	-2224188.687	3	4448383.374
250	3.12690745	0.688743122	f61	0.658726	2.20929	-2108584.046	3	4217174.091
250	3.12690745	0.688743122	f1x4	0.654203	2.18705	-2121032.118	3	4242070.236
250	3.12690745	0.688743122	f3x4	0.617782	2.15307	-2123325.659	3	4246657.318
250	3.12690745	0.688743122	cf3x4	0.617367	2.18704	-2125711.909	3	4251429.818
250	3.12690745	0.688743122	mg1	0.69754	2.26403	-2117663.531	3	4235333.062
250	3.12690745	0.688743122	mg3	0.679217	2.20255	-2119398.255	3	4238802.509
251	3.494707659	0.744238681	f61	0.717255	2.14981	-2185303.049	3	4370612.099
251	3.494707659	0.744238681	f1x4	0.716128	2.12762	-2195798.348	3	4391602.697
251	3.494707659	0.744238681	f3x4	0.711282	2.11182	-2176754.46	3	4353514.919
251	3.494707659	0.744238681	cf3x4	0.693678	2.14688	-2195813.818	3	4391633.636
251	3.494707659	0.744238681	mg1	0.787884	2.18461	-2194240.354	3	4388486.709
251	3.494707659	0.744238681	mg3	0.761065	2.08427	-2174613.689	3	4349233.377
252	3.096559388	0.613278245	f61	0.520638	1.70986	-2233616.082	3	4467238.163
252	3.096559388	0.613278245	f1x4	0.560602	1.77438	-2206642.098	3	4413290.196
252	3.096559388	0.613278245	f3x4	0.538407	1.84124	-2251887.137	3	4503780.273
252	3.096559388	0.613278245	cf3x4	0.524294	1.7265	-2220012.641	3	4440031.283
252	3.096559388	0.613278245	mg1	0.635004	1.96006	-2205622.164	3	4411250.328
252	3.096559388	0.613278245	mg3	0.587174	1.91503	-2250946.441	3	4501898.883
253	2.97733965	0.694731754	f61	0.699273	2.36881	-2052934.964	3	4105875.928
253	2.97733965	0.694731754	f1x4	0.711602	2.29008	-2061527.428	3	4123060.857
253	2.97733965	0.694731754	f3x4	0.746233	2.2461	-2014862.273	3	4029730.546
253	2.97733965	0.694731754	cf3x4	0.708005	2.35998	-2042592.624	3	4085191.249
253	2.97733965	0.694731754	mg1	0.701193	2.28235	-2059498.33	3	4119002.66
253	2.97733965	0.694731754	mg3	0.697642	2.19488	-2011658.081	3	4023322.161
254	3.532315243	0.843275628	f61	0.742783	1.99896	-2183145.902	3	4366297.803
254	3.532315243	0.843275628	f1x4	0.7958	2.05193	-2167162.637	3	4334331.275
254	3.532315243	0.843275628	f3x4	0.758578	2.08119	-2199380.174	3	4398766.348
254	3.532315243	0.843275628	cf3x4	0.751392	2.01991	-2174614.142	3	4349234.285
254	3.532315243	0.843275628	mg1	0.862241	2.15786	-2165614.799	3	4331235.599
254	3.532315243	0.843275628	mg3	0.810821	2.11498	-2197281.176	3	4394568.351
255	3.124140422	0.644402235	f61	0.559659	2.06772	-2233653.634	3	4467313.269
255	3.124140422	0.644402235	f1x4	0.619683	2.15189	-2182802.574	3	4365611.147
255	3.124140422	0.644402235	f3x4	0.579279	2.10444	-2214114.115	3	4428234.229
255	3.124140422	0.644402235	cf3x4	0.579639	2.1304	-2209825.667	3	4419657.334
255	3.124140422	0.644402235	mg1	0.679963	2.29186	-2181762.376	3	4363530.751
255	3.124140422	0.644402235	mg3	0.642858	2.1709	-2212702.359	3	4425410.718
256	3.232037134	0.635422076	f61	0.62708	1.90975	-2148650.23	3	4297306.46
256	3.232037134	0.635422076	f1x4	0.601846	1.95046	-2174283.254	3	4348572.507
256	3.232037134	0.635422076	f3x4	0.586697	2.08621	-2188417.164	3	4376840.328
256	3.232037134	0.635422076	cf3x4	0.57989	1.95074	-2176431.36	3	4352868.721
256	3.232037134	0.635422076	mg1	0.658634	2.14719	-2171919.469	3	4343844.937
256	3.232037134	0.635422076	mg3	0.628273	2.1856	-2186118.37	3	4372242.739
257	2.881947313	0.594716233	f61	0.57573	1.8683	-2084013.884	3	4168033.769
257	2.881947313	0.594716233	f1x4	0.556471	1.86871	-2103861.282	3	4207728.563
257	2.881947313	0.594716233	f3x4	0.560882	2.03064	-2105768.429	3	4211542.857
257	2.881947313	0.594716233	cf3x4	0.5484	1.91695	-2099364.227	3	4198734.454
257	2.881947313	0.594716233	mg1	0.582524	1.97601	-2102908.971	3	4205823.941
257	2.881947313	0.594716233	mg3	0.563592	2.0145	-2104539.453	3	4209084.907
258	2.739926793	0.599116033	f61	0.479598	2.09285	-2118478.47	3	4236962.941
258	2.739926793	0.599116033	f1x4	0.538473	2.10308	-2087543.443	3	4175092.887
258	2.739926793	0.599116033	f3x4	0.489189	2.09758	-2128189.038	3	4256384.076
258	2.739926793	0.599116033	cf3x4	0.512614	2.16465	-2102218.71	3	4204443.419
258	2.739926793	0.599116033	mg1	0.563255	2.20931	-2084530.653	3	4169067.307
258	2.739926793	0.599116033	mg3	0.542561	2.18125	-2125046.405	3	4250098.811
259	3.399592339	0.735735222	f61	0.708713	1.77636	-2174656.746	3	4349319.493
259	3.399592339	0.735735222	f1x4	0.691129	1.80067	-2194467.528	3	4388941.057
259	3.399592339	0.735735222	f3x4	0.677915	1.87107	-2191783.115	3	4383572.229
259	3.399592339	0.735735222	cf3x4	0.667295	1.80243	-2194434.325	3	4388874.65
259	3.399592339	0.735735222	mg1	0.760898	1.92446	-2192505.367	3	4385016.734
259	3.399592339	0.735735222	mg3	0.729672	1.91178	-2189670.144	3	4379346.289
25	3.229876237	0.674043709	f61	0.66698	2.3641	-2142992.789	3	4285991.579
25	3.229876237	0.674043709	f1x4	0.672475	2.33568	-2166609.808	3	4333225.615
25	3.229876237	0.674043709	f3x4	0.696453	2.30755	-2130471.323	3	4260948.646
25	3.229876237	0.674043709	cf3x4	0.662835	2.36042	-2146465.108	3	4292936.216
25	3.229876237	0.674043709	mg1	0.727839	2.31395	-2164227.084	3	4328460.168
25	3.229876237	0.674043709	mg3	0.719907	2.28186	-2127083.351	3	4254172.703
260	3.687174207	0.744158453	f61	0.630683	1.92928	-2303353.132	3	4606712.264
260	3.687174207	0.744158453	f1x4	0.647294	1.92416	-2306526.545	3	4613059.091
260	3.687174207	0.744158453	f3x4	0.634612	1.8494	-2289735.857	3	4579477.715
260	3.687174207	0.744158453	cf3x4	0.6156	1.91284	-2310938.889	3	4621883.777
260	3.687174207	0.744158453	mg1	0.807468	2.03682	-2304421.058	3	4608848.117
260	3.687174207	0.744158453	mg3	0.785123	1.91347	-2287049.196	3	4574104.393
261	3.314159344	0.615119484	f61	0.555034	1.98043	-2219560.992	3	4439127.984
261	3.314159344	0.615119484	f1x4	0.510994	1.9263	-2278080.212	3	4556166.424
261	3.314159344	0.615119484	f3x4	0.515854	2.11283	-2266571	3	4533148.001
261	3.314159344	0.615119484	cf3x4	0.512175	1.97065	-2249181.188	3	4498368.377
261	3.314159344	0.615119484	mg1	0.657747	2.09677	-2276768.589	3	4553543.177
261	3.314159344	0.615119484	mg3	0.662198	2.26978	-2264500.843	3	4529007.686
262	3.448738344	0.631874255	f61	0.542981	1.74139	-2236726.953	3	4473459.906
262	3.448738344	0.631874255	f1x4	0.537076	1.7044	-2257844.564	3	4515695.127
262	3.448738344	0.631874255	f3x4	0.50039	1.72833	-2269821.401	3	4539648.802
262	3.448738344	0.631874255	cf3x4	0.511993	1.73186	-2257095.952	3	4514197.905
262	3.448738344	0.631874255	mg1	0.651669	1.85047	-2256297.656	3	4512601.311
262	3.448738344	0.631874255	mg3	0.633875	1.82609	-2267935.074	3	4535876.149
263	3.373013625	0.624258937	f61	0.526409	2.00563	-2259274.524	3	4518555.049
263	3.373013625	0.624258937	f1x4	0.537593	1.98852	-2272175.313	3	4544356.625
263	3.373013625	0.624258937	f3x4	0.542381	1.92265	-2234827.195	3	4469660.39
263	3.373013625	0.624258937	cf3x4	0.520115	1.99535	-2263091.715	3	4526189.43
263	3.373013625	0.624258937	mg1	0.665805	2.1179	-2269813.319	3	4539632.638
263	3.373013625	0.624258937	mg3	0.653033	2.00156	-2231774.981	3	4463555.963
264	3.182294036	0.71311659	f61	0.679308	1.97962	-2117374.593	3	4234755.186
264	3.182294036	0.71311659	f1x4	0.66983	2.01198	-2127582.071	3	4255170.142
264	3.182294036	0.71311659	f3x4	0.65523	2.14853	-2153223.564	3	4306453.128
264	3.182294036	0.71311659	cf3x4	0.649446	2.03217	-2133444.435	3	4266894.87
264	3.182294036	0.71311659	mg1	0.712493	2.15905	-2126303.263	3	4252612.527
264	3.182294036	0.71311659	mg3	0.678481	2.19413	-2151760.695	3	4303527.39
265	3.287550644	0.757482796	f61	0.741934	2.39862	-2138887.93	3	4277781.859
265	3.287550644	0.757482796	f1x4	0.738944	2.37546	-2146624.879	3	4293255.757
265	3.287550644	0.757482796	f3x4	0.738814	2.40619	-2116231.751	3	4232469.501
265	3.287550644	0.757482796	cf3x4	0.721708	2.41257	-2136854.4	3	4273714.8
265	3.287550644	0.757482796	mg1	0.784136	2.43776	-2144621.35	3	4289248.701
265	3.287550644	0.757482796	mg3	0.764294	2.38933	-2113807.898	3	4227621.796
266	3.30895543	0.736854424	f61	0.702941	2.02339	-2096782.779	3	4193571.559
266	3.30895543	0.736854424	f1x4	0.696711	2.01874	-2114977.2	3	4229960.4
266	3.30895543	0.736854424	f3x4	0.697211	2.09902	-2101023.909	3	4202053.817
266	3.30895543	0.736854424	cf3x4	0.680915	2.04802	-2104607.401	3	4209220.802
266	3.30895543	0.736854424	mg1	0.737322	2.10108	-2113547.791	3	4227101.581
266	3.30895543	0.736854424	mg3	0.7148	2.09411	-2099145.767	3	4198297.534
267	2.699303047	0.490982942	f61	0.472381	2.36291	-2107793.628	3	4215593.256
267	2.699303047	0.490982942	f1x4	0.450511	2.32151	-2167242.69	3	4334491.38
267	2.699303047	0.490982942	f3x4	0.43981	2.56283	-2174040.878	3	4348087.756
267	2.699303047	0.490982942	cf3x4	0.439327	2.32591	-2138865.048	3	4277736.097
267	2.699303047	0.490982942	mg1	0.533642	2.62458	-2164271.917	3	4328549.834
267	2.699303047	0.490982942	mg3	0.525494	2.83024	-2170899.085	3	4341804.169
268	3.562892575	0.66244657	f61	0.565499	2.02082	-2241270.219	3	4482546.438
268	3.562892575	0.66244657	f1x4	0.581888	1.99667	-2246147.625	3	4492301.251
268	3.562892575	0.66244657	f3x4	0.574617	1.98659	-2228929.364	3	4457864.729
268	3.562892575	0.66244657	cf3x4	0.561243	2.02351	-2238329.475	3	4476664.949
268	3.562892575	0.66244657	mg1	0.693125	2.09395	-2244517.446	3	4489040.892
268	3.562892575	0.66244657	mg3	0.681103	2.03594	-2226892.585	3	4453791.171
269	3.383315255	0.639280912	f61	0.566764	1.69485	-2249627.96	3	4499261.921
